,original_sents,sentences,weights
1147,5 stars really doesn't do justice to the warm welcome given to all guests.,stars justice welcome guests,14.5603496163
75,my boyfriend and i went to fiddies's italian last sunday.,boyfriend fiddies sunday,14.5591260101
1216,thanks for a great meal.,thanks meal,14.5588329737
1217,"thanks again for a great meal, we look forward to another visit!!!",thanks meal visit,14.5588329737
687,throughout the meal we were treated as though we were the only diners there.,meal diners,14.5541094975
1090,to start we share a plate of calamari fritti which from the taste we realize that they were fresh and not the usual frozen food.,share plate calamari fritti taste food,14.5466077544
869,"great pizza, reasonable prices.",pizza prices,14.5348673578
1226,"after reading wonderful things about fiddies, we decided to pay it a visit, the day before my daughters 18th birthday.",things fiddies visit day daughters birthday,14.5262305126
11,"always a friendly atmosphere - the best anti pasti in town - delicious...
came here for dinner on a sunday evening.very friendly atmosphere, and the food was amazing.",anti pasti town dinner evening.very food,14.5048352426
416,we felt this was a very nice gesture -- a gesture that is not common in most uk restaurants.,gesture gesture restaurants,14.5006445321
1061,"as well as this, the service and atmosphere was friendly, fantastic and fun...",service atmosphere fun,14.4995938253
944,"presentation, taste and substantial portion was excellent, complimented by a personal service.",presentation taste portion service,14.4975878022
1003,the best italian restaurant in london.,restaurant london,14.4833367914
15,would recommend this to anyone looking for an italian restaurant in london.,anyone restaurant london,14.4833367914
1173,"highly recommended
what a surprise to find a modern, clean cut restaurant in london that is so highly rated and regarded.",surprise cut restaurant london,14.4833367914
816,"my partner and myself went to this restaurant, we found it through trip advisor.",partner restaurant trip advisor,14.4758476139
999,"while this restaurant wasn't busy at 15:00, which is when i visited, it may get busier in the evening, especially with this place having just taken off the way it has done.",restaurant i evening place way,14.4712500158
861,had great pizza with the family.,pizza family,14.4682632212
935,the portions are large so come with an appetite!,portions appetite,14.4644041868
933,the portion were very generous and excellent value for money.,portion value money,14.4587338783
235,"great experience: very good italian food, outstanding friendly atmosphere, charismatic chief (neo) who gives you the feeling that you are not only his best guest but also a very good friend.",experience food chief guest friend,14.4582554335
508,i loved the fact that the chef michele was talking and serving the customers.,i fact chef michele customers,14.4556930627
244,was here with my family and can definitely confirm that the service is good and the restaurant manager very nice and friendly.,family service restaurant manager,14.4519005915
646,we will dedicated be returning when we are back in london and can't wait to take the kids.,london kids,14.4484820245
1013,"the restaurant is small - only 30 seats, but the menu offers a lot of variety and was just what we needed to recover from our post-cruise stupor.",restaurant seats menu lot variety stupor,14.442454108
754,oh and the rest of the meal was also deliciouss.,oh rest meal,14.4396399529
641,perfect location for pre-theatre meal.,location meal,14.4395931366
249,"maybe my fault for thinking all eat in restaurants had to be vat registered?food wasn't bad, problem was it was average and i expected more from a top 10 restaurant.",fault eat restaurants food problem restaurant,14.432324452
1250,went there for the first time yeaterday before an event at central college of speech and drama.,time yeaterday event college speech drama,14.4322228897
268,"fiddie is the most welcoming host and his italian chefs are at the top of their game an outstanding evening in every respect
really great food, which satisfied everyone in our family.",fiddie host chefs top game evening respect food everyone family,14.4314516075
429,"oh my god, what to say about this restaurant!",god restaurant,14.4294251475
967,"given that you also get good quality food for these prices, this is most definitely a good value italian restaurant.",quality food prices value restaurant,14.4280297652
930,excellent portion sizes.,portion sizes,14.4256666677
988,"we highly recommend this restaurant, forget the chains, this is proper italian food and very reasonably priced.",restaurant chains food,14.4212839647
871,"what else do we want?try the salmon pizza, or the tiramisu, and you are bound to be addicted.",pizza tiramisu,14.419222787
246,"went here tonight with my family for tea during our london trip, we arrived slightly late for our reservation as we got a bit lost, it looks lovely from the outside and lovely on the inside a nice family run business.",family tea trip reservation bit inside family run business,14.4190314157
1000,"this might not have been the best italian restaurant i have ever been too, but the food was undoubtedly great.",restaurant i food,14.4180762927
955,the problem in this pizza is that the bread is so different from the original pizza that you can barely call it pizza: too dried inside and you can almost taste the raw dried flour.,problem pizza bread pizza flour,14.4088416326
875,"had some pizzas and drinks, very reasonably priced and would highly recommend
love this place!",pizzas drinks love place,14.4054075583
1255,been back several times during our stay in london.,times stay london,14.4002125953
739,we visited here on our first night in london.,night london,14.4002125953
7,"the amount of flavour this dessert packed was absolutely incredible, having a much stronger flavour than you usually find with panna cotta, although still packing all of its charms.",amount flavour dessert flavour panna cotta charms,14.3968441376
157,these days we live in a city where people desperately try to make their restaurants look trendy with shabby chic furniture or exposed pipes but not fiddies.,days city people restaurants furniture pipes fiddies,14.3904958722
965,really good quality italian food a friendly family run restaurant.,quality food family restaurant,14.390355865
391,"popped by a fortnight ago and couldn't get in, such was the success of this small, friendly restaurant.",fortnight success restaurant,14.3868908564
998,"really enjoyed the restaurant, hospitality and food - and we will definitely be visiting again!",restaurant hospitality food,14.3856137156
414,"the generosity didn't end here either as an additional £1 was also knocked off my bill, allowing me to make the payment in cash instead of by card.the prices here are a bit cheaper than your average italian restaurant.",generosity £1 bill payment cash card.the prices bit restaurant,14.3812251371
850,"first of all, with so many people singing praises to the manager/owner, i expected a bubbly, customer oriented italian guy.",people praises manager/owner i bubbly customer guy,14.3759471848
1166,"this was topped with strawberry sauce, which was runny with thicker lumpy bits in certain places.",strawberry sauce thicker lumpy bits places,14.368579421
212,we finally received our entrees 40 minutes after our appetizer.,entrees minutes appetizer,14.3605095311
695,2 delicious meals for £29.50!will definitely be visiting again very very soon!,meals £29.50,14.3586858743
997,"excellent restaurant with good food she very friendly staff.m would definitely recommend a visit
near the swiss cottage, simple and good italian restaurant.",restaurant food staff.m visit cottage restaurant,14.3585524832
1070,not only is the service great but the food is delicious- easily the best italian food in london!,service food food london,14.3419106672
1165,well worth a stop if local and we will go back but good food and value aside i think it's a stretch to say top 10 in london.,stop food value stretch london,14.3419106672
241,the whole family has just waddled away from fiddies after enjoying a fab meal on our first visit.,family fiddies meal visit,14.3406861388
453,"if you find it, it means when you return home at the weekend, you don't mind going out for a meal with the family so much.",home weekend meal family,14.3406861388
1203,"thank you for a special family meal and for looking after us so we'll, the family from weybridge!",thank family meal family weybridge,14.3406861388
1269,"we got there via trip advisor and it was great, the food was good and the service was even better!",trip advisor food service,14.3344214897
898,"don't be fooled by such a small place, it's like eating in a friend's lounge.and if i can't be bothered to leave the hotel, they will deliver it around the corner for me.",place friend lounge.and i hotel corner,14.3117987839
56,"we were waiting a bit before were served, but it was very worthly: the meal was cooked after they called away the main, so very fresh cooked.",bit meal cooked,14.3087007757
928,this was a very generous portion and very tasty.,portion,14.307436287
934,large portions.,portions,14.307436287
938,portions are large and we could only eat just over half.,portions half,14.307436287
941,"generous portions, great taste, and passionate service.",portions taste service,14.307436287
1057,"pleasant serivce, large portions.",serivce portions,14.307436287
853,"various italian-themed pictures and posters decorate the walls, some of which are old movie posters.",pictures posters walls movie posters,14.2992602845
148,there is every crisp and crunch in them with homemade tartare sauce to accompany with that lemon.,crisp crunch homemade tartare sauce lemon,14.2966606067
585,i had a lovely sit down meal for two with wine just before christmas.,i sit meal wine christmas,14.2957202818
1133,"the staff members were very kind, and our food was absolutely delicious!",staff members kind food,14.291710867
484,i have lived around the area for quite a while now and feel like this is one of the best restaurants around.,i area while restaurants,14.2873649139
904,"great place, lovely owners and very good atmosphere.",place owners atmosphere,14.2835028935
619,"good with kids, one of whom has a nut allergy.",kids nut allergy,14.2759390491
1262,"went there today for lunch,busy and good food special lunch deal was very good value.owner on site and very attentive and friendly.nice little find and i will return with my family soon.keep up the good work.",today lunch food lunch deal value.owner site find i family work,14.2642392507
811,"we went as part of a wowcher deal, three course meal plus a glass of house wine.",part wowcher deal course meal glass house wine,14.2598002738
270,decided to visit fiddie's for my husband's birthday lunch after reading all the positive reviews on trip adviser .,fiddie husband birthday lunch reviews trip adviser,14.2577441155
397,"my friend booked a table here, and i was expecting the usual boring italian food, but was very pleasantly surprised.",friend table i boring food,14.2566070819
714,its 5 (slow) mins walk from the theatre so perfect pre- show.,mins theatre show,14.2447639312
59,it's just bits of dough.),bits dough,14.2390362631
269,"fiddie is a great host, the muscles as a shared starter is a winner, the sauce is beautiful.",fiddie host muscles starter winner sauce,14.2326552586
1332,"my wife, son and myself visited fiddie's after making a booking on line.",wife son fiddie booking line,14.2262700278
90,"the buffalo mozzarella was nice and stringy, but fortunately not too overwhelming when it came to flavour.",buffalo mozzarella,14.2201967444
1310,"the waitress, emma, was also really lovely, friendly and kindly washed my baby's spoon and bowl for me.now, onto the main event - the food!",waitress emma baby spoon bowl me.now event food,14.2174368568
203,"the dough itself was crispy towards the edges but the complete opposite in the centre, where the runny sauce had turned it really limp and soggy.",dough edges opposite centre runny sauce,14.2091806037
842,they have gluten-free penne...just what i wanted.,penne i,14.2009651498
542,i had the mushroom and chicken linguine.,i mushroom linguine,14.2009651498
601,"i had gamborini i think it was called with wholemeal penne, amazing!",i wholemeal penne,14.2009651498
740,"it was ok, and perhaps we hit them on a very off night, but i saw enough about the restaurant to think that there are so many better restaurants more deserving of the higher ranking.",night restaurant restaurants deserving ranking,14.197440492
1008,this restaurant caters to our gluten-free dietary needs and they are more than accomodating to any other requirements (eg.,restaurant needs requirements eg,14.1872245013
236,"not only was this the best italian dining experience in london, i haven't been able to eat for the rest of the day - quantity and quality definitely matched!",experience london i rest day quantity quality,14.1804960375
841,the penne bolognese and lasagna were freshly made and delicious.,penne bolognese lasagna,14.168310683
598,"i always use tripadvisor when looking for somewhere to eat whilst away with business and have to say, i got excited when i found a top 10 in the whole of london was nearby!",i tripadvisor business i whole london,14.1481170276
375,from the food to the staff this restaurant is on point.,food staff restaurant point,14.1442667689
134,"a very nice cosey restaurant,food quality is amazing for eating in and take away.",cosey restaurant food quality,14.1442667689
341,"definitely recommending it and thinking of frequenting again
the food in this simple pizza/pasta restaurant is good.",food pizza/pasta restaurant,14.1442667689
333,"the food is always up to the exact same mouth wateringly good standared...always my 1st, 2nd and 3rd choice of restaurant!",food mouth choice restaurant,14.1442667689
248,"this is not a fancy, michelin star type of restaurant, but if you want tasty, freshly prepared italian food, you should try it out.",fancy star type restaurant food,14.1442667689
1062,"the service is chaotic and slow - genuinely nice and friendly chap in charge and makes an effort to get a good rapport going but the actual nuts and bolts of getting people seated, taking orders, delivering plates together is all over the place.",service chap charge effort rapport nuts bolts people orders plates place,14.1442105182
113,we shared the chef's special homemade tiramisu.,chef homemade tiramisu,14.1191957305
187,after this heartily presented delicious dinner i decided to cancel my booking at another italian restaurant for today and to visit again fiddies.,dinner i booking restaurant today fiddies,14.1020971787
621,my kids love it and very reasonable on price.,kids price,14.0956681716
1221,"having been to the theatre, we were looking for somewhere nice to eat to finish off our evening.",theatre evening,14.090456365
1259,"in particular, the tiramisu was the best i ever ate outside of italy.",tiramisu i italy,14.0740175394
1112,the lunchtime specials can only be described as excellent value for money for london.,specials value money london,14.0630589619
557,i ordered the pesce pizza and it was really good.,i pesce pizza,14.0587083062
862,the pizza was one of the best i've eaten!,pizza i,14.0587083062
494,i had grilled chicken with a mixed salad.,i chicken salad,14.0587083062
578,i chose risotto!,i risotto,14.0587083062
72,no soggy bottoms and satisfied tums.,bottoms tums,14.0431831594
313,the food was fantastically portioned and the beer was nice cold and crisp.,food beer cold crisp,14.0414218661
217,came here on a friday evening for a catch up with a friend.,evening catch friend,14.0410994862
855,a few pieces of partially cooked bread that tasted like cardboard for 3.5£!,pieces bread cardboard,14.0259196556
682,great marina sauce and excellent calamari.,marina sauce calamari,14.0112308565
332,"food was fantastic, ministrone soup was one of the best i've tasted and spaghetti napoli had a lovely rich sauce.",food ministrone soup i napoli sauce,14.0013573381
63,"just book in advance.. good luck to fiddies and the team and long may you remain....
had a great dinner at this place, very tasty.",book luck fiddies team dinner place,13.9822210355
503,"i couldn't decide on a dessert so fiddie offered: ""try both for the price of one""!",i dessert price,13.97244457
172,no dessert sadly as i was looking forward to it.,dessert i,13.97244457
1127,"and also staff are very friendly and helpful with food suggestions
although the outside of fiddies made me question why i had been brought all the out to swiss cottage for what looked like a standard high street italian, my worries were soon assuaged.",staff food suggestions outside fiddies i cottage street worries,13.9686972129
232,go here and get a real london italian experience rather than the chain food in the hotel.,experience chain food hotel,13.9658540705
516,"i went back to fiddies for an early dinner with my mum & sister, totally outstanding food.",i fiddies dinner mum sister food,13.9472687995
272,"booked fiddie,s based on location and reviews as we were staying in swiss cottage area for concert at wembley.",fiddie location cottage area concert wembley,13.941852031
759,we had pasta - one with tomato cream sauce and salmon and the other with tomato cream sauce and spinach.,one tomato cream sauce salmon cream sauce spinach,13.9176219468
1087,we both settles for two different chicken dishes which were both devine and made/prepared to our own requests!,settles chicken dishes devine requests,13.8804710513
679,"x
visited 24th march on recommendation from trip advisor .",march recommendation trip advisor,13.8747544886
1351,we came here yesterday to cure the terrible hangover that we had from the night before.we were greeted as we entered by the manager as we entered.,yesterday hangover night before.we manager,13.8549499273
953,"good prices and a lovely manager
visited fiddies with a friend of mine and i have to say that i will definitely be going back.",prices manager fiddies friend mine i i,13.8484437754
412,you've created a little italian gem.,gem,13.8480935701
870,just had a great pizza with my son.,pizza son,13.836628144
840,couldn't finish my penne bolognaise.,penne bolognaise,13.8349773497
1108,"you want spaghetti, they got it!",spaghetti,13.8349773497
1212,"thanks again the couple from ascot, looking to start their own restaurant.",thanks couple ascot restaurant,13.8071400412
206,"the décor of fiddies is bright clean and modern ideal for casual dining, a good variety of items on the menu ,staff are friendly and hospitable and would certainly recommend.",décor fiddies ideal dining variety items menu staff,13.8065040997
1271,"we found fiddie's via trip advisor ready for a family day out in london, so pleased we did.",trip family day london,13.7991619462
567,i'm wondering what is the problem because here in london i found this problem often.,i problem london i problem,13.7859164038
364,"it's not fancy at all just good, traditional italian food in a friendly setting.",food setting,13.7443406308
674,"the manager leads the staff in providing customers with a personal dining experience - welcoming, sociable and attentive.",manager staff customers dining experience welcoming,13.739881032
528,i decided to come here while i was in london as italian is one of my favourite cuisines.,i i london cuisines,13.7267168155
748,"just north of the swiss cottage, on a busy street, in a cluster of asian restaurants, fiddie's was just the family friendly italian we were looking for.",north cottage street cluster restaurants fiddie family,13.7186996109
974,"he seemed to have a good rapport with some regulars, but he also ensured that first time diners weren't being neglected.",rapport regulars time diners,13.7080169216
23,"if you don't live in the area, it's still worth coming fiddie's italian kitchen
this restaurant is marvelous!",area fiddie kitchen restaurant,13.7024915201
876,also their pizzas are all home made and their tuna pizza is really delicious!!,pizzas home tuna pizza,13.701683118
483,"not sure i would go back if in the area i would consider it but doubt i would go out my way , top 10 restaurant ( it was rated so at time ) def not .",i area i doubt i way restaurant time def,13.6951655127
692,"ordered our meal, starter and main, and a lovely gavi (white wine).",meal starter gavi wine,13.6618218451
1317,on our way home from london we needed somewhere for dinner and the good reviews for here swayed us although we are always slightly cautious using this as our only guide as we don't always agree with the reviews.,way home london dinner reviews guide reviews,13.6601203969
125,"after seeing that this was not only the top rated italian in the city, but top out of all the restaurants, i simply had to come along to see what all the fuss was about.",city restaurants i fuss,13.6561177483
952,the prices are also good for london!,prices london,13.6435438605
1039,"that said all round its probably a 3 and a half in my book not a 3.
found this excellent small restaurant while walking in the swiss cottage area.",round half book found restaurant cottage area,13.6310629486
813,"my partner generally hates chocolate cake but he wanted to taste mine and i was very surprised when he wanted more, he really loved it.",partner cake mine i,13.6261399749
1291,"and all the vegetables as well were fresh, nothing pre cooked.",vegetables nothing pre,13.6239084979
287,after seeing that fiddie's was no1 on trip advisor we thought we would make the journey to see if the reviews were true!,fiddie trip advisor journey reviews,13.6013606647
293,we booked fiddies for my mums retirement party last night (why would we go anywhere else) there were 12 of us in total and every single person loved the food!,fiddies mums retirement party night person food,13.5932549185
20,appetizers and main dish excellent.,appetizers excellent,13.5922997101
573,i have never before left a restaurant feeling so happy!,i restaurant feeling,13.5901237674
1289,great value - £60 to feed and water a family of 4. would definitely try and go again if visiting london.,value £60 water family london,13.5769397239
1283,"for somewhere that provides good value for money in an unpretentious atmosphere without compromising quality, it is worth it.",value money atmosphere quality,13.5712614999
1282,it was good value for money with a great and friendly atmosphere.,value money atmosphere,13.5712614999
261,i recommend fiddie's to anyone who wants a great meal at a reasonable price.,fiddie anyone meal price,13.5683856516
691,"for an authentic italian meal in a relaxed atmosphere, fiddie's shouldn't be missed.",meal relaxed fiddie,13.5683856516
684,the meal was fantastic!,meal,13.5683856516
446,"oh hold on, no not quite the end, we talked football, ate tiramisiu (dangerously addictive) and drunk courvoisier brandy.",hold end football ate tiramisiu brandy,13.565535419
289,"@fiddie's
we've eaten here a few times now and we are big fans.",fiddie's times fans,13.5469992751
1187,"they had tables on the sidewalk, but since this was the first warm night of the season, they were all taken - no matter, we preferred to sit inside anyway.",tables sidewalk night season matter,13.5398150594
1019,"this is a rather small restaurant, which is only able to fit nine tables inside, several of which are designed for two.",restaurant tables,13.516259312
1022,"aside from these though, the restaurant is rather plain, with white walls and light tables and chairs being the only other 'feature'.",restaurant walls tables chairs'feature,13.516259312
117,"his 3 chefs, 2 michaeles and one matteo, hail from sicily, napoli, and florence.",chefs michaeles matteo hail napoli florence,13.5115679122
439,great write up in the ham & high this week.,ham week,13.5002066473
1046,"we saw a salad from another table and we did order one aswell, cause it looked amazing and it did.",salad table order aswell,13.4999920177
858,pizza is simply gorgeous.,pizza,13.4999920177
100,we followed up with calzone pizza's which were also excellent.,calzone pizza,13.4999920177
971,"the range of salads aren't too bad here either though, with a total of seven meaning that there is plenty to choose from.",range salads total,13.4999920177
1093,the side salad was horrid as it was tired.and over salty.,side salad tired.and salty,13.4999920177
1043,"a very tasty, large salad.",salad,13.4999920177
1092,we had pizzas and a side salad.,side salad,13.4999920177
1048,"salads then cost between £4.50 and £8.50, with £6-7 being the typical price.",salads £4.50 £8.50 price,13.4999920177
418,the gigi pizza was very tasty whilst the diavola was spicy but good.,gigi pizza diavola spicy,13.4999920177
906,"highly recommend fiddie's
the place is superb pizza to die for service excellent and very friendly staff.",place pizza service excellent staff,13.4999920177
81,"first, the garlic bread is served as pizza - yum!",bread pizza yum,13.4999920177
874,our pizzas arrived quickly and were delicious.,pizzas,13.4999920177
1358,you are typically looking at about £9 for a pizza though.,£9 pizza,13.4999920177
66,booking is advised as the restaurant is small.,booking restaurant,13.4990411616
913,the place was busy for a cold saturday evening and at one point there was a small queue forming by the door.,place saturday evening point queue forming door,13.4856100184
96,"we started off with calamari, courgette fritters and garlic cheese bread; plenty of it and absolutely gorgeous.",calamari courgette fritters bread plenty,13.4853510565
518,i think i can safely say that the food here is the closest to genuine italian cuisine outside of italy and the kitchen staff are italian!,i food cuisine italy staff,13.4781507609
697,big and good memories for taking the time to come also see during our visit to the observatory we did breezed so it was nice to stay.,memories time visit observatory,13.465227689
1355,"the zucchini fries, were exactly as i guessed they'd be - very moreish.",zucchini fries i,13.4553262331
314,the food was lovely and there was ample choice for vegetarians.,food choice vegetarians,13.4468192491
995,small very friendly restaurant situated on finchley road.,restaurant finchley road,13.4417329605
958,"the proprietor was jovial, warm and made our father's day evening very special.",proprietor father day,13.4239958815
985,a brilliant little restaurant that you should visit if in the local area!,restaurant area,13.4167772344
451,the home made desserts were delicious too.,home desserts,13.4137282815
176,the desserts are also delicious -i would highly recommend the panna cotta.,desserts -i panna cotta,13.4137282815
175,the desserts are big enough to be shared if are feeling generous.,desserts,13.4137282815
1104,we were looking for something that wasn't another pub after a week of similar menus.,something pub week menus,13.4118863875
337,all the food here is prepared by passionate italian chefs.,food passionate chefs,13.4090292613
1328,when my wife made a constructive comment the manager took it on board immediately.,wife comment manager board,13.3982742261
541,i came here for the lunch special on my last day in london.,i lunch day london,13.3951802614
819,"we were a party of 6 with varying tastes and requirements and we were made to feel very welcome by everyone, especially neo who was so friendly and accommodating he treated us like regulars and he personally made sure our evening was special.",party tastes requirements everyone regulars evening,13.3851785594
1016,a restaurant with a real soul.,restaurant soul,13.3821152778
372,"great food great staff (especially the manager, very friendly) had a fab time!",food staff manager time,13.3794958317
666,we then had our mains.,mains,13.3642977551
512,i'm happy to say that fiddie's also caters for gluten free customers.,i fiddie caters customers,13.3559694722
500,"i have never before seen customer service like this, he made everyone feel welcome and it was like he knew everybody!",i customer service everyone everybody,13.3559694722
499,i wouldn't even consider anywhere else to eat and i am a very picky customer.,i customer,13.3559694722
245,not the usual cosy family style italian restaurant you'd expect.,family style restaurant,13.3530541453
1122,"friendly staff making it one of the best, family friendly restaurants we've ever been to.",staff family restaurants,13.3530541453
986,we visited this restaurant to celebrate my birthday.,restaurant birthday,13.3512903535
1006,visited this restaurant in march for my birthday.,restaurant march birthday,13.3512903535
334,"relaxed friendly atmosphere, good food, good music, especially if you like elvis.",food music elvis,13.3455539728
1343,my work colleague and i had their brilliant lunchtime special at just £7.95 per head.,work colleague i lunchtime head,13.3434021673
916,it was so refreshing to eat at a truly independent place where the staff and owners care about the customers and provide individual customer service.,place staff owners customers customer service,13.3399816721
31,great atmosphere.,atmosphere,13.3191618999
1117,"the staff are lovely too, creating such a friendly atmosphere!",staff atmosphere,13.3191618999
885,place was busy and had a good atmosphere.,place atmosphere,13.3191618999
1031,"based entirely on the reviews we booked a table for 5 for a pre-theatre dinner, but when we got there we were puzzled to find a small cafe, with dirty, plastic-topped tables and a manager/owner clearly not ready for us.",reviews table dinner cafe dirty tables manager/owner,13.3066807571
1119,"the staff took good care to explain which menu items were ok for our son, who's got allergies.",staff care menu items son allergies,13.3015318497
673,we were welcomed by the manager neo with great warmth and a brilliant sense of humour!,manager neo warmth sense humour,13.2972995776
854,"each piece had a strong meaty flavour, which was improved by various herbs.",piece meaty flavour herbs,13.2734952386
919,"having said that the place was spotlessly clean, we were given a warm welcome by staff and found the menu to be very good and relatively inexpensive for london.",place welcome staff menu london,13.273164317
723,"visited a few moths back, but only now got a chance to write this review... despite a while since, still look back at this great experience - fine hospitality and atmosphere, delicious food.",moths chance review while experience hospitality food,13.257274879
140,"he wiped a couple of tables and pushed them together but there were no menus, tablecloths, cutlery, glasses etc and the door was wide open to the pavement.",couple tables menus tablecloths cutlery etc door pavement,13.2514847455
476,my husband and i decided to try this place when we noticed it was ranked #1 on tripadvisor.,husband i place tripadvisor,13.2199071219
908,"this is the latest highly rated italian place which has shot to a high position on trip adviser's ratings, but without really meriting it.",place position trip adviser ratings,13.2186679434
983,"small resistant that doesn't stand out in the street, was a little hesitant until we opened the door and smelt the amazing food!",resistant street door food,13.2049540554
53,"when it came fiddie (more about him in a bit) told me the chef was worried he'd over-salted it, so please would i just taste it and they'd be happy to provide me with a replacement.",bit chef taste replacement,13.1973307223
392,"one friend, in addition, thought the base was slightly burned (or perhaps he was unlucky to pick such a piece).",friend addition base piece,13.1740226312
595,i'll be sure to return next time i'm in london.,i time london,13.1729580392
1240,the next time i'm back in london i will definitely make a return visit.,time i london i return visit,13.1729580392
1239,"will be back for a third time, as soon as i am back in london!",time i london,13.1729580392
536,"when i come back to london i will most definitely be visiting here again, i would probably come back just for this place
friendly, quick service.",i london i i place service,13.1729580392
515,i will definitely pay fiddie's another visit when i make my way back to london.,i fiddie visit i way london,13.1729580392
1268,found it on trip adviser and decided to go try it while we were down in london.,trip adviser london,13.1714146836
250,"only fault i can find is the location, i wish it was closer to my house so i can visit more often :-)
i went in for lunch; having read all the rave reviews, my expectations were pretty high.",fault i location house lunch reviews expectations,13.1659326068
603,"firstly, i was worried that my six year old wouldn't eat again as she had not long eaten already, and just waste her food and my money.",i year food money,13.1489539961
849,"he told us that people have travelled from all over the place, including canada, when they've heard about the restaurant (!).",people place canada restaurant,13.1414339831
181,"some other diners were luckier, though - he made them feel much more welcome, even kissing some ladies on the cheek.",diners ladies cheek,13.1083577405
408,the fullness of the restaurant did not impact on the service - amazing from start to finish from all the team!,fullness restaurant service amazing start team,13.1068707074
543,i had pan fried mushroom followed by the sirloin steak and ten tiramasu .,i mushroom sirloin steak tiramasu,13.105810953
242,my family and i come here once every month or so.,family i month,13.1032478617
1150,"the starter pan fritto funghi all'aglio - pan fried mushrooms with garlic and chillies, in a tomato saucethe starter arrived with the sauce sitting on a crusty slice of bread that had been grilled.",starter pan funghi pan mushrooms chillies tomato saucethe starter sauce slice bread,13.0980314616
78,the bread basket is also really nice and the wines we had were good and not overly expensive.,bread basket wines,13.0941048256
252,this is now my favourite italian place in london.,favourite place london,13.0926845248
1106,my son thoroughly enjoyed his day and we thank you for a wonderful time!!,son day time,13.0739958815
394,additional my friend and i discovered the charm of neo`s waitress emma.,friend i charm waitress emma,13.0678131841
1157,"both starters overall were presented nicely and cleaned out the plate.mainslinguine vongole by this time, it was practically a full house and orders from other diners were coming in fast.",starters plate.mainslinguine vongole time house orders diners fast,13.053383686
120,chilli mushroom starter was delicious as was the carbonara main.,chilli mushroom starter carbonara,13.0527477838
1007,"a lovely small, friendly restaurant with a very extensive menu.",restaurant menu,13.0516097406
701,the menu' is completely italian - don't be fooled by the name of the restaurant.,menu name restaurant,13.0516097406
274,fiddie's is a rather poor supposedly italian neighbourhood café/small restaurant.,fiddie neighbourhood café/small restaurant,13.0490669586
1115,"we now have two neighbourhood spots, little bay and now fiddies, check it out, real italian home cooking with personality.",spots bay fiddies home cooking personality,13.0424426611
467,as we needed to be we were in and out in an hour and when we left the restaurant was full and rightly so.,hour restaurant,13.0197925123
534,"i had the lasagne for my main, it was as good as the lasagne i have eaten in rome.",i lasagne lasagne i rome,13.0031031749
94,the calamari was great and the garlic bread was too.,calamari bread,12.9965158112
262,fiddie's knows how to take care of their customers!,fiddie care customers,12.9899816721
150,customer service was second to none and everyone there was having good time.,customer service none everyone time,12.9899816721
149,great customer service.,customer service,12.9899816721
153,looking around as you do to what other customers had ordered everything looked appetising.,customers everything appetising,12.9899816721
152,customer service was very attentive without being over powering.,customer service powering,12.9899816721
957,we were served by the proprietor who explained how his brand new and quite small establishment had climbed to the top of the rankings.,proprietor brand establishment top rankings,12.9738276843
627,"both kinds of salami were thinly sliced and flavoursome, while the spicy one was also nice and spicy, just as it should have been.",kinds salami spicy one spicy,12.9637373463
538,"i like quite a lot italian restaurants, but i must admit that this one really surprised me.",i lot restaurants,12.9478026193
1042,"even though i've been there only once and in a rush, i have to admit it is one of the best, if not the best, italian restaurant i've been in.",rush i restaurant i,12.9478026193
571,i definitely recommend this restaurant.,i restaurant,12.9478026193
1185,not many tables and they are popular so you may encounter a bit of a wait at peak times.,tables bit wait times,12.9355267136
1311,"nice enough waitress, but food was out to us before our first drink ever got there.",waitress food,12.9186732826
817,myself my partner and 2 young sons visited on friday 26th february due to the outstanding reviews and we were staying close by.,partner sons reviews,12.9123764571
415,a true gentleman!,gentleman,12.9027411349
41,"b and s.
although a small place they are big on quality food and hospitality.",b s. place quality food hospitality,12.895761804
1032,"the reviews on tripadvisor for fiddie's had been great, and a friend of mine had recommended this too.we arrived to a warm welcome from a happy, smiling manager/owner(?)",reviews tripadvisor fiddie friend mine too.we welcome manager/owner,12.8670440118
587,"instead, i was met by a very suspiciously non-italian sounding guy, who paid me hardly any attention, presumably because i didn't strike him as a big spender.",i sounding guy attention i spender,12.8657682611
1333,"free wifi as well
excellent hospitality amazing mouth watering food all at a very good price.",wifi hospitality mouth food price,12.860014971
1054,highly recommend the sea bream and alla norma !!!,sea bream alla norma,12.84546979
207,"you will not find a better down to earth , honest ,very reasonable priced that serves proper fresh italian food in the uk , thank you fiddies , we will return
just before a visit to wembley, we checked tripadvisor at the last minute and headed straight here.",earth honest food uk thank fiddies visit tripadvisor minute,12.8328326531
161,the decor is nice and simple.,decor,12.8197162594
163,decor very plain but you don't eat the decor.,decor decor,12.8197162594
427,we had 2 glasses of red wine which was very good while we waited for our food.,glasses wine food,12.8195498214
73,"boy, did we find the place!",boy place,12.8177344749
1254,"and at all times staff were attentive and conversational without being overbearing, and fun!",times staff fun,12.8118299787
300,"it is a great find in north london, and we can't wait to return for more!",find london,12.8069702391
642,if we make it back to london we we definitely go again.,london,12.8069702391
1243,next time we will come back to london we will definitely visit this place again.,time london place,12.8069702391
1316,great way to end our long day of london sight-seeing.,way day sight-seeing,12.8069702391
